rainfall_1h,rainfall_24h,rainfall_72h,slope_angle,soil_moisture_proxy,historical_landslide_count,landslide_occurred
0.78,15.73,67.36,27.5,32.7,7,0
2.08,30.69,98.43,23.2,30.8,7,0
1.8,17.15,72.21,35.5,40.9,10,0
10.96,51.02,81.55,38.2,33.7,7,0
1.29,14.61,29.94,35.7,22.1,3,0
9.92,73.78,193.1,45.4,35.3,6,0
9.48,62.32,98.66,32.0,16.7,4,0
4.15,102.67,175.22,37.3,40.9,6,1
1.6,49.1,106.88,23.3,35.7,7,0
1.54,21.18,46.95,28.9,28.4,4,0
3.75,20.46,100.3,37.6,18.3,6,0
0.05,28.17,61.95,38.8,19.9,8,0
4.55,48.37,88.23,29.6,31.2,8,0
18.32,72.46,109.8,31.4,39.9,14,0
1.01,10.07,57.69,19.9,25.5,12,0
5.11,35.98,103.35,29.1,35.8,6,0
19.59,94.67,250.74,39.1,39.9,15,0
11.82,111.53,222.67,36.6,43.3,8,0
11.4,70.23,147.64,36.0,33.4,10,0
10.35,49.01,107.72,32.4,36.7,8,0
53.81,193.39,547.53,32.1,72.1,8,1
13.28,71.07,121.46,26.7,40.5,11,0
17.02,90.68,176.35,37.6,36.1,7,0
4.11,38.6,140.42,35.4,28.7,7,0
56.22,216.09,402.75,35.9,55.1,6,1
3.21,31.7,95.61,27.8,26.4,7,0
2.44,17.35,43.81,14.8,26.2,10,0
1.43,73.8,119.98,40.8,28.9,9,0
42.58,135.56,281.76,28.2,44.1,9,0
4.96,21.91,97.58,25.1,34.2,8,0
56.78,172.63,314.15,37.5,35.4,4,1
0.6,5.48,14.47,28.9,19.3,9,0
9.56,48.82,79.44,40.5,21.3,5,0
1.15,28.2,52.29,36.9,20.9,5,0
0.73,3.1,86.13,37.5,29.8,5,0
5.85,67.8,161.38,21.1,35.1,7,0
3.05,32.84,133.16,41.7,31.8,9,0
0.37,9.99,79.12,34.1,33.9,9,0
2.64,17.83,101.6,29.0,30.1,12,0
8.86,44.01,85.8,33.1,37.6,10,0
5.73,22.97,46.86,17.8,28.2,6,0
2.7,11.81,51.29,35.3,20.3,3,0
1.28,3.94,24.94,23.8,32.2,8,0
5.99,31.33,76.47,21.2,29.0,5,0
13.11,61.8,132.15,19.8,42.6,4,0
6.24,24.38,169.28,40.9,35.6,9,0
10.06,81.31,114.76,27.0,32.8,9,0
4.42,20.36,39.4,44.3,26.1,8,0
61.09,287.98,576.64,27.7,76.8,12,1
13.59,39.31,74.05,18.3,33.8,4,0
8.9,35.58,71.36,23.1,36.8,11,0
14.44,95.66,195.75,41.9,28.1,5,1
3.38,11.97,22.97,30.8,26.4,8,0
14.07,56.25,133.22,27.6,28.8,7,0
5.83,48.34,113.71,33.3,18.4,11,0
45.44,172.06,257.12,36.0,48.3,4,1
0.24,15.13,43.52,40.9,26.9,10,0
6.44,35.86,78.79,43.6,31.3,5,0
11.3,50.4,107.39,29.1,32.6,6,0
1.15,4.69,16.61,21.4,26.0,7,0
6.5,107.25,185.5,28.7,35.5,12,0
10.46,45.13,134.65,34.1,34.8,10,0
2.04,27.21,73.66,24.3,30.9,4,0
3.12,35.71,51.71,24.3,31.9,10,0
5.06,53.65,185.57,34.8,38.8,12,0
4.39,34.53,101.18,31.6,29.0,7,0
0.24,36.71,64.51,32.3,26.2,7,0
0.62,16.67,157.44,25.9,29.8,8,0
50.73,225.24,329.56,30.2,56.8,8,1
1.83,50.61,253.84,24.6,38.1,6,0
1.69,56.29,81.38,39.1,30.1,4,0
8.13,32.0,65.53,40.3,27.0,9,0
5.1,34.92,90.68,17.2,21.3,7,0
8.66,58.66,120.69,24.6,24.6,5,0
31.96,123.08,167.48,20.0,32.5,6,0
3.98,82.53,232.99,26.8,41.6,6,0
2.35,24.61,39.46,31.3,31.3,10,0
11.38,70.5,194.82,20.4,38.9,5,0
7.38,34.33,78.39,24.6,30.6,4,0
12.21,51.84,175.08,24.0,43.8,4,0
0.29,4.06,27.68,33.7,28.1,7,0
7.66,35.06,85.52,32.6,28.5,11,0
4.66,33.28,79.27,26.2,24.4,5,0
10.46,80.93,195.74,33.4,42.1,5,0
4.25,33.6,74.36,27.6,24.0,6,0
4.66,19.7,46.69,29.8,33.7,12,0
0.32,2.06,5.7,45.4,24.9,5,0
6.63,42.17,73.66,42.7,28.4,5,0
1.91,19.34,51.6,21.6,27.7,8,0
0.12,104.3,226.78,38.6,43.6,8,0
0.41,39.06,89.54,38.5,27.1,8,0
18.92,96.58,210.47,22.8,43.5,7,0
2.55,10.43,104.11,38.6,29.2,8,0
12.15,87.88,160.21,44.3,45.7,12,0
19.27,66.18,188.85,23.0,35.4,12,0
17.22,75.58,185.03,24.7,41.0,9,0
12.81,68.47,151.87,40.1,31.3,6,0
13.51,71.84,217.21,34.2,37.8,3,0
2.05,9.9,17.98,36.4,15.0,6,0
0.99,19.13,120.55,34.7,34.1,8,0
6.12,20.45,55.01,35.1,22.8,8,0
4.02,15.8,50.93,21.4,30.5,4,0
0.62,29.6,84.82,40.4,30.5,5,0
6.79,96.83,234.22,41.4,44.2,4,1
4.97,59.21,162.09,30.2,29.2,8,0
11.93,53.31,122.19,31.7,35.1,12,0
5.64,21.62,46.02,19.8,21.3,5,0
5.12,18.66,86.36,36.1,21.5,5,0
3.49,18.48,42.31,36.6,26.4,7,0
3.73,102.82,263.08,31.5,40.0,4,0
18.52,82.26,204.4,41.0,30.0,9,0
0.89,49.95,86.44,29.3,35.1,10,0
3.55,42.74,122.63,36.5,29.5,4,0
6.4,40.6,112.8,23.8,22.6,7,0
3.4,84.01,238.39,31.8,39.0,6,0
2.0,14.26,33.73,30.6,19.8,6,0
2.03,23.89,148.47,33.8,40.6,12,0
1.6,55.35,215.24,29.0,33.2,7,0
2.53,29.22,99.65,30.9,23.3,7,0
12.32,43.5,161.83,38.6,41.1,3,0
32.48,113.83,234.29,28.5,41.2,8,0
1.65,40.18,53.71,19.1,26.5,1,0
48.02,183.33,336.68,46.0,51.2,5,1
0.67,64.39,161.76,43.1,46.3,6,0
14.06,58.5,179.15,21.7,31.5,7,0
3.15,34.0,78.4,37.5,29.3,9,0
23.59,109.44,295.46,28.0,57.1,10,0
2.56,28.34,101.79,34.1,28.3,10,0
10.86,48.59,80.54,34.4,24.3,6,0
1.78,52.89,102.27,30.1,34.1,7,0
0.48,28.43,95.31,25.7,34.6,11,0
0.19,38.81,78.77,26.5,23.9,3,0
5.59,22.63,48.83,24.7,32.2,9,0
2.24,11.06,51.0,25.3,25.4,4,0
3.52,11.01,71.91,31.5,29.7,9,0
67.05,220.44,342.03,26.3,61.6,7,1
1.71,32.9,132.94,37.5,37.1,13,0
2.21,23.61,58.29,43.9,25.8,9,0
11.2,85.13,197.12,27.4,36.4,4,0
30.31,104.58,260.3,33.9,59.6,9,1
10.55,57.65,187.98,36.0,34.9,5,0
2.81,64.08,111.31,35.8,32.7,7,0
3.05,77.48,151.95,32.6,37.7,14,0
1.1,66.69,142.63,37.9,37.0,8,0
14.89,105.32,277.77,35.9,58.4,13,1
13.63,64.08,141.56,22.1,34.4,8,0
24.89,171.49,290.27,39.0,48.6,8,1
3.09,41.62,97.37,39.1,37.5,2,0
10.24,107.62,167.09,25.9,36.0,6,0
3.22,12.64,38.54,32.3,28.2,7,0
3.63,73.71,161.55,37.5,37.1,9,0
10.63,48.4,110.55,30.3,35.7,8,0
55.1,231.93,358.79,40.6,59.5,8,1
1.49,11.05,21.25,50.9,20.1,6,0
2.27,55.81,82.25,25.7,19.0,8,0
9.31,44.21,158.23,21.0,27.5,7,0
2.8,108.93,232.04,34.4,34.0,5,1
2.66,11.73,61.96,37.8,25.7,8,0
40.43,155.32,357.73,30.2,44.0,6,1
2.91,21.79,47.9,43.6,24.0,5,0
1.71,24.13,43.41,21.3,25.0,13,0
5.86,48.9,140.6,37.5,38.3,10,0
52.44,170.3,315.39,27.2,54.1,4,1
0.43,1.17,24.27,45.8,26.9,6,0
5.79,18.64,94.17,47.9,31.5,12,0
0.22,1.78,8.47,25.9,19.2,3,0
4.48,68.01,143.84,27.6,33.9,8,0
1.78,14.36,127.59,38.9,28.5,3,0
2.2,17.06,37.8,28.9,24.9,7,0
3.78,29.58,61.17,31.6,18.2,7,0
15.71,113.47,241.46,32.2,49.5,11,1
7.44,30.18,165.88,16.6,31.8,6,0
16.57,51.31,87.17,31.9,29.5,9,0
61.6,254.83,449.67,26.5,66.6,6,1
0.04,83.2,133.74,28.1,39.2,11,0
1.85,31.31,82.77,43.5,19.9,7,0
14.17,57.95,124.25,21.9,30.8,5,0
6.19,37.7,71.55,38.5,29.9,8,0
23.99,162.99,360.94,29.8,64.9,11,1
1.02,23.29,174.13,29.8,37.2,4,0
2.11,20.83,105.06,38.3,27.5,5,0
2.7,21.25,96.9,34.7,39.8,12,0
2.37,91.89,188.24,36.6,42.8,8,1
1.74,38.62,71.4,39.7,34.0,10,0
58.04,203.83,310.05,29.3,45.0,4,1
6.17,24.1,58.12,27.1,28.4,7,0
57.87,209.34,320.58,23.3,46.6,5,1
0.5,12.8,24.1,25.4,15.9,6,0
7.4,26.8,64.93,55.6,29.4,4,0
3.69,69.91,142.41,42.0,37.5,4,0
56.79,155.79,322.11,21.2,49.8,5,1
3.65,23.93,54.27,21.4,32.6,12,0
13.26,124.69,264.97,35.9,44.7,8,1
4.91,24.96,54.0,36.4,24.1,6,0
15.41,87.1,259.35,36.4,45.8,7,0
4.29,39.35,138.23,30.0,32.6,7,0
2.08,71.58,184.96,31.0,44.9,7,0
2.64,56.1,250.11,34.6,39.8,8,0
4.43,43.03,64.53,32.7,22.7,5,0
4.53,24.99,85.3,14.2,22.6,6,0
6.98,38.95,142.28,30.2,43.6,8,0
1.53,77.18,174.37,25.2,35.8,5,0
6.45,21.95,77.32,33.4,23.9,5,0
9.05,79.37,169.62,55.9,35.5,8,0
61.28,192.14,393.01,34.9,63.5,4,1
3.94,18.86,125.86,29.5,35.9,6,0
28.74,133.13,316.02,39.4,48.7,7,1
34.27,119.86,248.45,35.9,42.8,5,1
0.68,123.5,342.73,35.4,47.0,5,1
10.34,78.04,116.45,36.9,32.3,4,0
37.07,181.72,450.14,48.5,71.4,9,1
7.5,52.94,204.71,23.0,37.6,6,0
1.18,25.61,119.87,35.8,35.2,4,0
0.1,42.02,109.52,24.6,28.0,7,0
1.04,50.11,128.36,36.4,27.4,10,0
2.84,15.48,66.56,24.7,30.1,7,0
34.16,130.4,291.52,28.7,60.9,9,0
52.31,182.16,374.13,29.6,60.1,3,1
8.68,134.38,249.74,39.8,42.9,7,1
8.82,56.12,152.5,39.3,33.5,7,0
10.21,95.83,243.91,22.0,53.9,15,0
11.04,77.42,159.12,32.4,37.4,4,0
3.27,35.39,100.56,26.3,26.2,10,0
12.13,99.51,229.32,21.9,42.6,8,0
4.48,31.82,116.45,30.3,32.7,9,0
3.82,24.69,43.81,29.5,26.7,11,0
7.61,59.95,146.94,51.4,42.3,3,0
1.44,8.22,23.67,35.5,28.7,10,0
9.35,46.28,91.75,21.0,30.2,13,0
3.37,36.31,55.67,27.5,25.4,10,0
0.82,16.94,78.82,40.2,29.9,4,0
0.76,72.66,140.88,48.7,31.0,6,0
1.08,83.51,158.5,19.3,40.7,6,0
13.27,75.39,176.98,17.0,36.7,8,0
28.22,96.01,175.23,47.0,40.0,6,1
2.65,39.36,118.67,35.1,40.4,7,0
2.07,23.43,138.57,25.1,36.6,6,0
1.48,9.91,53.01,36.3,26.5,8,0
10.42,74.12,203.54,12.0,37.8,8,0
1.41,38.52,125.54,32.0,32.2,10,0
15.47,76.21,108.39,34.6,25.2,5,0
6.6,72.98,144.43,39.4,37.1,10,0
13.65,76.39,134.82,23.9,22.8,3,0
4.84,21.39,48.38,32.7,29.7,8,0
7.04,47.68,108.3,24.6,34.5,5,0
5.8,31.37,95.27,34.0,30.0,11,0
10.67,46.89,126.14,24.8,29.9,5,0
10.84,91.32,234.43,28.7,43.4,13,0
5.35,84.48,179.52,24.0,29.1,10,0
36.38,105.88,248.08,37.2,48.9,7,1
15.3,114.21,192.39,38.9,38.4,4,1
15.94,51.82,142.05,30.1,41.8,3,0
6.55,29.73,75.31,32.3,29.5,5,0
0.05,1.68,16.01,20.4,22.8,5,0
0.66,8.7,40.58,29.6,26.1,5,0
11.71,55.99,93.35,31.6,24.5,8,0
0.53,67.88,166.9,53.0,34.4,11,0
32.82,134.75,304.9,23.1,51.2,8,0
1.57,16.91,31.06,43.7,21.6,3,0
5.5,50.31,114.05,40.0,28.5,10,0
5.16,31.03,130.9,34.2,31.7,8,0
2.05,35.69,75.02,46.1,27.7,11,0
1.4,20.02,40.84,35.0,35.7,6,0
8.68,40.75,111.66,35.1,29.5,7,0
72.21,331.5,576.35,31.6,74.2,6,1
0.33,2.14,35.77,41.8,22.8,4,0
0.86,12.07,49.19,40.8,32.4,5,0
6.17,26.84,159.58,27.0,43.8,9,0
9.79,43.82,86.34,21.4,38.4,7,0
9.4,52.63,125.49,30.4,32.9,3,0
7.63,37.35,96.37,25.6,32.8,7,0
13.1,56.93,122.75,31.5,27.0,9,0
1.47,27.8,69.78,41.9,25.2,12,0
0.68,13.42,78.56,28.3,22.3,4,0
5.73,87.69,183.63,31.7,40.7,6,0
10.37,122.55,311.81,32.5,51.4,3,1
5.23,42.72,96.97,38.8,30.8,6,0
19.78,88.66,237.45,14.0,39.5,5,0
9.53,45.02,117.37,27.1,36.0,7,0
7.24,30.89,98.9,33.7,17.9,6,0
0.37,17.67,81.2,41.6,26.9,7,0
0.68,7.61,52.91,28.1,24.8,6,0
9.22,63.74,113.18,17.0,21.2,11,0
1.33,5.51,37.1,37.0,25.6,8,0
0.18,77.12,126.49,26.9,31.8,11,0
14.5,62.12,191.56,22.5,42.0,8,0
13.29,80.78,180.32,27.0,48.0,4,0
1.48,67.59,118.61,30.5,33.5,6,0
9.09,34.77,64.3,27.2,31.3,6,0
0.3,69.04,186.67,14.4,45.6,8,0
2.01,17.72,156.16,39.2,38.1,9,0
5.86,106.64,290.9,42.2,44.8,5,1
8.64,125.45,225.86,37.2,34.4,8,1
0.06,5.37,39.9,22.9,25.9,3,0
2.37,51.17,109.28,30.4,28.9,5,0
1.45,10.67,23.21,31.9,28.7,9,0
40.26,125.77,207.35,36.8,38.4,6,1
6.67,31.34,78.03,37.3,27.7,15,0
3.12,16.78,128.14,26.1,27.0,9,0
0.47,26.44,68.16,32.7,25.1,6,0
5.48,28.67,73.46,35.7,22.6,7,0
6.16,64.37,199.15,43.6,35.7,8,0
10.17,44.14,103.3,37.6,30.1,3,0
2.04,94.28,167.72,38.3,33.7,8,0
23.92,74.8,127.35,32.7,45.9,7,0
3.47,11.3,35.87,43.3,27.8,8,0
2.11,38.32,117.61,35.3,37.2,4,0
2.57,63.37,149.7,25.1,34.4,5,0
4.4,52.75,151.91,43.2,35.7,4,0
16.56,62.78,167.75,37.6,34.6,7,0
7.97,37.04,71.58,28.5,40.3,4,0
5.16,20.74,33.53,28.2,22.8,8,0
1.07,21.08,65.59,34.4,23.5,9,0
0.97,19.99,46.17,35.7,20.8,6,0
4.19,22.55,60.08,33.6,27.7,9,0
7.83,46.44,104.5,34.5,37.6,6,0
8.34,65.91,117.7,45.6,37.2,6,0
1.54,36.04,147.13,40.6,30.9,10,0
0.63,9.56,31.37,33.5,19.2,6,0
2.91,30.0,59.35,39.5,32.2,4,0
15.02,42.85,158.16,23.7,46.3,10,0
4.73,22.99,39.91,35.2,23.3,6,0
2.31,44.66,69.61,46.5,33.0,6,0
2.35,35.99,145.02,30.3,27.2,5,0
0.85,39.05,76.54,25.2,23.4,5,0
53.55,185.75,387.85,26.8,53.7,6,1
9.4,99.88,161.96,23.3,38.3,7,0
20.76,65.74,119.23,25.7,31.0,12,0
4.18,66.0,158.31,29.0,37.0,2,0
1.1,13.8,46.42,20.8,30.7,4,0
6.89,26.42,91.01,32.1,25.8,8,0
8.48,32.67,79.64,39.2,28.4,4,0
56.08,168.91,310.85,24.7,44.4,9,0
41.27,150.31,255.27,44.2,51.3,15,1
10.61,117.44,259.1,36.1,51.4,9,1
3.84,25.24,156.02,40.2,37.4,6,0
4.93,40.1,99.09,26.7,30.5,5,0
7.5,76.1,117.19,38.8,29.2,3,0
6.78,45.61,73.23,23.3,20.3,11,0
0.1,11.59,138.45,39.1,35.4,6,0
0.78,120.64,258.52,33.4,49.6,8,1
40.03,182.78,415.59,36.4,71.7,4,1
8.46,50.44,135.22,22.6,31.6,13,0
3.48,50.97,85.67,24.8,29.9,6,0
4.73,18.41,42.7,36.8,29.8,8,0
8.89,58.47,214.16,24.4,47.1,12,0
2.5,17.13,53.03,35.7,22.2,4,0
8.29,29.42,72.52,21.1,25.9,7,0
3.5,18.64,65.48,38.8,23.9,5,0
2.84,92.67,140.24,22.1,29.5,4,0
37.34,180.35,265.68,36.4,53.9,14,1
20.1,81.13,142.53,37.0,34.6,7,0
8.87,39.28,87.03,26.4,28.3,6,0
0.12,11.82,24.14,36.7,23.7,9,0
18.94,107.37,172.88,34.1,37.6,6,1
8.96,74.44,162.16,27.7,35.1,4,0
0.97,87.98,127.61,23.9,29.0,9,0
0.48,36.46,51.37,16.3,33.0,5,0
2.21,31.93,166.82,34.8,33.8,5,0
5.87,21.65,39.03,19.5,19.3,7,0
5.75,17.1,31.23,32.8,22.7,10,0
1.94,28.72,67.96,29.9,37.6,7,0
3.54,35.18,75.7,37.4,23.5,3,0
1.43,52.93,119.26,29.6,35.5,5,0
0.31,10.76,98.84,29.4,28.7,3,0
4.37,19.58,53.79,37.9,26.6,12,0
2.56,20.34,86.46,34.7,33.3,9,0
4.7,101.69,252.17,34.5,36.6,4,1
17.57,109.15,181.58,35.8,33.7,14,0
0.93,3.59,28.89,19.7,27.4,8,0
0.01,51.96,107.17,38.1,31.2,10,0
0.48,17.98,45.67,36.9,25.6,9,0
3.73,25.25,92.16,23.9,32.8,5,0
7.36,43.62,112.67,30.0,26.8,12,0
5.22,37.05,99.84,31.7,35.3,3,0
4.1,32.07,60.99,30.9,30.2,5,0
2.62,34.91,73.72,34.7,28.6,7,0
2.23,30.8,71.97,43.5,29.5,6,0
2.83,12.41,21.26,40.7,28.0,7,0
5.67,25.63,109.06,21.5,27.9,9,0
1.1,49.05,117.08,37.0,35.0,9,0
8.85,63.08,147.14,42.6,43.4,2,0
5.14,30.16,60.69,35.1,29.3,4,0
1.88,10.0,70.63,40.7,26.0,9,0
4.17,14.26,105.63,48.1,42.2,10,0
19.75,74.17,164.63,40.2,37.6,4,0
0.12,1.76,26.5,34.0,29.6,9,0
26.67,90.27,172.43,40.4,35.1,5,1
3.57,58.45,101.84,33.2,35.5,6,0
6.1,24.49,66.71,32.2,23.9,11,0
1.43,50.92,211.4,29.2,42.8,8,0
16.08,78.55,156.04,44.5,32.6,8,0
6.17,30.54,88.83,25.5,38.4,8,0
47.55,152.86,366.6,44.3,55.6,2,1
2.4,14.02,54.21,36.0,19.9,5,0
10.59,71.98,165.56,20.8,37.0,6,0
2.85,13.13,31.8,34.9,25.9,10,0
1.75,17.86,27.74,15.2,22.6,10,0
14.56,77.02,214.05,37.0,37.3,3,0
0.58,3.56,72.42,39.1,32.4,7,0
17.18,73.9,137.03,27.3,40.0,7,0
3.68,24.97,76.37,33.0,19.4,8,0
29.46,104.97,207.96,47.6,36.4,7,1
4.65,66.91,121.95,28.0,31.4,10,0
8.5,28.73,68.22,23.5,24.2,7,0
0.04,10.82,64.69,43.9,29.1,6,0
4.12,31.49,81.81,47.7,37.4,7,0
8.02,31.42,82.09,32.0,26.3,6,0
9.16,48.88,78.86,40.1,35.8,10,0
1.03,10.4,55.33,42.7,18.2,7,0
3.26,47.88,98.46,26.1,32.1,4,0
3.26,31.52,79.45,28.1,25.0,7,0
0.66,4.6,26.32,41.8,25.0,5,0
3.51,38.69,103.96,45.5,21.6,7,0
9.87,49.18,88.22,36.5,22.4,7,0
2.14,16.14,95.13,25.0,31.9,8,0
3.4,10.41,41.82,47.9,21.0,7,0
19.46,66.46,124.53,27.8,30.8,8,0
38.48,151.39,244.94,29.3,53.7,6,1
5.37,28.47,95.18,34.7,30.2,6,0
8.16,48.9,135.0,44.4,38.0,4,0
8.58,61.52,183.23,38.8,34.5,9,0
35.78,138.23,298.55,35.3,43.1,9,1
7.78,45.99,99.63,35.7,29.6,10,0
0.36,30.17,81.57,32.3,20.7,4,0
4.58,41.31,73.58,36.5,23.9,9,0
9.17,137.65,235.7,12.0,44.8,8,0
0.59,9.27,35.24,29.6,23.0,4,0
0.07,8.01,94.34,33.9,31.1,9,0
10.11,39.66,105.43,22.8,33.5,3,0
7.47,36.64,108.3,35.1,24.9,4,0
3.19,14.58,31.74,30.4,18.5,11,0
16.92,76.13,179.15,46.0,27.0,8,0
8.73,43.31,88.55,44.6,27.0,6,0
20.63,158.94,318.7,28.3,55.6,5,0
15.9,129.07,239.37,30.8,51.4,4,0
3.94,49.85,101.01,31.4,31.1,7,0
8.43,48.78,165.5,28.4,43.4,10,0
6.64,72.55,217.17,33.6,43.6,6,0
10.01,82.0,203.94,25.9,40.9,7,0
9.3,90.92,208.84,23.0,37.8,11,0
1.0,28.54,152.02,37.0,23.3,5,0
1.6,9.63,71.13,37.0,33.2,8,0
1.85,9.43,83.07,25.6,28.0,13,0
10.24,88.03,269.3,39.2,53.9,8,0
54.81,161.53,400.28,26.9,55.3,10,1
4.1,24.96,61.94,34.0,38.3,5,0
5.22,36.67,77.21,38.6,26.5,1,0
10.52,28.41,79.6,31.7,24.5,6,0
2.25,67.95,124.2,35.6,31.3,6,0
0.31,9.81,32.37,27.9,24.1,3,0
3.95,11.2,57.33,30.4,25.4,9,0
14.7,175.22,322.73,30.4,49.7,4,1
9.38,46.45,95.2,26.0,20.5,8,0
2.74,62.85,129.65,30.6,28.9,5,0
0.4,16.29,34.81,19.6,28.9,15,0
6.08,44.38,127.88,28.1,28.4,7,0
10.79,50.81,176.11,29.7,29.0,1,0
6.56,46.42,128.49,30.0,27.6,6,0
3.32,20.85,77.41,30.1,27.3,10,0
0.79,78.94,139.4,31.5,30.1,5,0
14.5,55.37,111.0,35.8,29.7,8,0
1.94,16.47,92.7,39.0,25.3,5,0
1.52,61.81,145.92,26.8,39.6,4,0
10.16,60.2,90.52,22.4,31.5,6,0
23.85,90.24,257.97,23.7,56.9,6,0
6.48,53.12,222.47,28.1,40.3,6,0
5.88,18.86,45.89,29.2,23.2,6,0
2.31,6.35,18.87,25.8,27.8,6,0
0.12,69.89,165.7,21.6,38.5,8,0
1.28,11.93,26.11,28.4,17.9,7,0
5.27,25.59,117.94,33.5,34.6,8,0
0.98,33.04,155.1,36.8,37.5,12,0
51.33,203.47,351.04,27.5,46.1,11,1
1.25,38.4,107.27,28.7,27.5,4,0
4.43,35.25,93.16,24.6,30.3,9,0
4.3,62.69,114.62,31.7,38.7,8,0
32.18,105.02,241.43,25.2,47.6,5,0
52.02,154.88,284.21,36.6,45.6,5,1
12.41,88.35,234.79,17.7,39.9,6,0
3.53,22.96,43.62,29.1,28.4,10,0
57.75,212.22,371.07,34.4,45.0,4,1
6.06,59.31,110.86,33.5,27.0,7,0
0.75,27.36,97.0,53.5,36.7,8,0
5.85,34.36,78.84,34.8,29.4,10,0
4.8,20.01,48.8,24.0,21.1,4,0
13.73,94.21,228.02,31.2,36.8,5,0
12.77,38.09,93.43,17.8,33.5,11,0
0.98,69.08,146.68,31.4,35.1,7,0
54.72,151.83,372.18,25.3,56.1,6,1
2.09,49.34,104.54,39.3,32.3,8,0
25.88,94.69,140.93,27.6,34.9,8,0
0.13,5.5,17.52,31.1,22.2,3,0
6.7,36.76,69.78,26.9,20.4,9,0
5.63,30.64,86.67,45.9,23.5,4,0
6.24,30.6,92.76,29.4,33.0,8,0
1.48,11.26,41.22,46.7,26.9,5,0
1.54,56.59,132.27,38.5,35.1,11,0
3.38,11.45,22.09,35.9,19.3,9,0
0.6,91.55,177.47,34.9,41.6,4,0
0.47,1.75,31.65,35.2,21.3,9,0
0.56,28.48,54.37,16.6,31.9,5,0
5.11,69.45,143.57,29.8,30.6,8,0
3.04,81.21,108.87,38.8,28.3,9,0
2.09,9.12,20.09,31.6,21.3,6,0
2.28,36.7,72.54,20.8,31.5,4,0
1.39,7.55,60.24,31.6,25.8,7,0
3.18,22.41,50.57,45.6,25.2,10,0
1.36,38.81,55.84,42.0,23.6,9,0
7.18,41.39,112.98,31.5,32.6,10,0
0.79,12.4,50.94,39.6,24.7,6,0
17.77,56.65,110.39,29.1,27.1,9,0
0.56,4.01,9.58,18.4,21.6,4,0
17.24,53.14,133.88,24.6,34.1,6,0
10.75,99.7,187.07,44.5,50.5,7,1
6.85,17.49,52.68,29.8,22.2,11,0
14.6,82.66,177.77,30.1,33.6,5,0
0.9,39.0,74.12,29.6,28.8,11,0
1.16,24.84,101.11,47.2,25.1,10,0
1.74,39.38,89.63,45.0,23.6,7,0
1.68,32.94,59.37,49.8,18.8,4,0
2.23,24.29,63.74,30.7,22.5,10,0
5.14,31.02,124.08,34.4,28.7,5,0
0.17,71.41,137.86,19.9,27.4,5,0
2.89,101.7,198.29,43.8,38.6,7,1
1.7,33.33,90.46,22.7,17.2,3,0
5.6,21.28,44.8,33.7,26.9,7,0
25.27,119.78,247.24,23.2,41.9,10,0
4.37,36.6,98.47,27.3,27.8,10,0
45.32,206.53,355.75,25.3,58.5,9,1
2.76,35.99,92.58,27.1,31.1,2,0
9.22,52.32,109.81,27.7,27.8,4,0
0.45,29.94,94.74,27.6,31.7,9,0
19.28,74.87,237.32,38.7,51.5,5,0
3.25,49.13,123.49,23.2,27.3,3,0
2.26,15.79,25.65,33.8,26.3,3,0
21.91,108.57,296.82,41.7,44.1,4,1
16.48,51.28,97.61,27.9,35.6,9,0
6.16,27.38,44.24,26.3,20.9,10,0
0.11,1.26,15.2,30.2,17.8,13,0
8.28,85.48,180.13,41.4,43.8,8,0
2.45,31.25,99.2,33.6,33.5,10,0
2.95,18.68,46.82,27.8,21.3,6,0
1.04,43.36,58.32,35.9,26.5,10,0
4.45,40.45,99.47,23.2,26.4,5,0
8.19,57.33,130.78,37.5,25.1,6,0
1.91,22.46,100.85,35.3,31.0,6,0
16.76,67.11,117.07,29.5,29.9,9,0
1.3,12.2,19.34,25.3,17.2,5,0
0.41,4.26,34.94,24.9,30.0,7,0
6.2,54.7,116.27,36.3,27.1,3,0
11.36,46.75,78.17,41.8,28.5,9,0
77.27,309.72,571.11,26.9,82.5,6,1
8.74,33.03,74.96,35.7,26.2,4,0
1.34,8.01,41.89,15.3,20.5,8,0
22.81,177.03,344.68,27.3,56.0,4,0
15.11,128.45,195.48,31.8,41.8,8,0
1.07,6.03,10.8,24.7,25.5,7,0
4.91,65.03,105.73,24.5,39.9,5,0
4.87,33.65,66.68,26.7,24.4,7,0
3.51,49.89,198.83,34.3,40.9,4,0
24.92,85.44,179.95,30.5,31.6,6,0
0.37,4.93,30.12,14.1,26.3,14,0
5.92,73.93,122.0,15.0,33.1,5,0
1.38,61.54,123.5,27.1,31.5,5,0
4.5,35.61,117.49,35.7,28.7,7,0
9.08,75.75,267.04,12.0,45.0,5,0
1.7,32.13,70.8,28.0,28.3,2,0
3.0,12.87,110.43,27.8,26.2,8,0
18.07,66.71,160.78,43.1,34.5,8,0
8.6,32.01,55.92,28.9,25.7,11,0
5.1,50.89,104.33,35.1,22.7,4,0
1.51,110.83,227.87,33.1,37.5,5,1
3.32,31.95,84.54,15.0,25.2,7,0
8.92,62.39,164.62,38.1,44.3,5,0
67.3,333.88,529.99,33.7,68.8,12,1
1.68,12.64,67.07,36.1,26.4,5,0
50.81,148.6,225.65,58.0,37.4,8,1
0.6,14.89,32.82,15.3,19.4,6,0
0.14,23.14,49.15,45.8,17.7,6,0
